time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-28T23:37:15.570Z,-17.7234,167.496,11,5.8,mww,,31,2.28,1.18,us,us7000defm,2021-04-09T23:26:08.262Z,"86 km W of Port-Vila, Vanuatu",earthquake,6.7,1.7,0.093,11,reviewed,us,us
2021-02-28T20:37:37.657Z,-22.7619,172.5382,11,5.7,mww,,76,4.704,1.09,us,us7000deeg,2021-03-28T15:39:42.926Z,"southeast of the Loyalty Islands",earthquake,10.5,1.8,0.05,38,reviewed,us,us
2021-02-28T02:16:04.871Z,-17.581,-72.5179,14,5.5,mww,,97,2.215,1.16,us,us7000de9a,2021-03-25T22:55:42.772Z,"78 km SW of Islay (Matarani), Peru",earthquake,2.5,1.8,0.05,39,reviewed,us,us
2021-02-27T02:13:01.705Z,-18.563,-177.9334,550.32,5.6,mww,,30,3.902,1.1,us,us7000de1v,2021-03-25T22:07:47.087Z,"295 km E of Levuka, Fiji",earthquake,9.8,4.4,0.086,13,reviewed,us,us
2021-02-26T11:58:28.825Z,-47.2829,100.1114,10,5.8,mww,,48,19.068,0.51,us,us7000ddw9,2021-04-01T12:09:00.061Z,"southeast Indian Ridge",earthquake,10.3,1.6,0.068,21,reviewed,us,us
2021-02-25T08:51:05.257Z,-47.4498,100.0442,10,5.5,mww,,50,19.088,0.48,us,us7000ddiv,2021-03-18T05:39:26.574Z,"southeast Indian Ridge",earthquake,10.2,1.9,0.083,14,reviewed,us,us
2021-02-24T10:05:59.124Z,63.949,-22.2851,10,5.6,mww,,35,0.903,0.61,us,us6000dkmk,2021-04-02T07:53:14.466Z,"6 km SE of Vogar, Iceland",earthquake,5.1,1.8,0.039,64,reviewed,us,us
2021-02-22T19:22:11.491Z,1.3586,121.9102,25,5.8,mww,,37,1.154,1,us,us6000dk70,2021-04-05T13:16:04.541Z,"157 km NW of Gorontalo, Indonesia",earthquake,5.5,1.8,0.055,32,reviewed,us,us
2021-02-20T02:44:06.081Z,-17.4569,167.7814,5.83,5.5,mww,,50,2.074,1.24,us,us6000djk6,2021-03-26T17:00:18.040Z,"64 km WNW of Port-Vila, Vanuatu",earthquake,8.1,3.5,0.071,19,reviewed,us,us
2021-02-19T09:11:21.223Z,50.9525,-179.2482,19,5.6,mww,,114,0.66,0.72,us,us6000divk,2021-04-16T09:21:30.112Z,"208 km WSW of Adak, Alaska",earthquake,5.3,1.8,0.057,30,reviewed,us,us
2021-02-18T19:31:31.487Z,-9.1877,-108.4155,10,5.8,mww,,109,17.865,1,us,us6000diqr,2021-04-14T03:36:09.040Z,"central East Pacific Rise",earthquake,13,1.8,0.06,27,reviewed,us,us
2021-02-18T15:30:47.991Z,-14.8373,-176.7574,3.7,6.1,mww,,52,1.421,0.74,us,us6000dip3,2021-03-24T13:41:12.716Z,"157 km ESE of Alo, Wallis and Futuna",earthquake,6.9,1.4,0.063,24,reviewed,us,us
2021-02-18T06:37:30.719Z,-18.9521,168.0662,14,6.1,mww,,66,2.516,0.73,us,us6000dila,2021-04-14T03:27:31.040Z,"137 km S of Port-Vila, Vanuatu",earthquake,7.8,1.8,0.045,47,reviewed,us,us
2021-02-17T22:49:38.110Z,-23.184,171.7786,12,6.1,mww,,28,3.861,0.78,us,us6000dii3,2021-03-19T17:48:40.040Z,"southeast of the Loyalty Islands",earthquake,7.2,1.7,0.061,26,reviewed,us,us
2021-02-17T12:21:42.826Z,-17.4717,167.6675,10,5.5,mww,,52,2.061,0.73,us,us6000didd,2021-03-17T07:17:23.708Z,"74 km WNW of Port-Vila, Vanuatu",earthquake,7.1,1.8,0.055,32,reviewed,us,us
2021-02-17T03:36:07.058Z,38.4057,22.019,5.29,5.5,mww,,38,0.662,0.36,us,us6000diae,2021-03-12T05:04:00.262Z,"11 km N of Kamárai, Greece",earthquake,5.5,3.1,0.047,44,reviewed,us,us
2021-02-16T01:32:00.512Z,-17.8133,167.6409,14.25,5.9,mww,,38,3.666,0.76,us,us6000dhxu,2021-04-19T00:56:58.079Z,"71 km W of Port-Vila, Vanuatu",earthquake,7.8,3,0.053,34,reviewed,us,us
2021-02-16T01:22:19.487Z,-17.6418,167.707,10.13,5.5,mww,,59,4.339,0.84,us,us6000dhxs,2021-04-19T00:54:27.685Z,"65 km W of Port-Vila, Vanuatu",earthquake,7.9,4.2,0.059,28,reviewed,us,us
2021-02-16T00:49:25.141Z,-17.8292,167.5413,13,6.2,mww,,32,3.661,0.83,us,us6000dhxn,2021-03-26T02:59:40.837Z,"82 km W of Port-Vila, Vanuatu",earthquake,7.4,1.8,0.063,24,reviewed,us,us
2021-02-14T15:01:42.596Z,-23.2623,171.7295,10,5.7,mww,,70,8.076,0.54,us,us6000dhm9,2021-02-21T19:51:49.598Z,"southeast of the Loyalty Islands",earthquake,10.3,1.8,0.089,12,reviewed,us,us
2021-02-13T15:33:57.009Z,-7.2148,149.3549,35,5.6,mb,,43,10.273,1.25,us,us6000dhfg,2021-03-14T17:46:26.384Z,"113 km S of Kandrian, Papua New Guinea",earthquake,7.7,1.9,0.039,226,reviewed,us,us
2021-02-13T14:07:50.194Z,37.7534,141.7145,44.07,7.1,mww,,25,3.05,0.95,us,us6000dher,2021-04-20T00:41:47.180Z,"69 km ENE of Namie, Japan",earthquake,6.9,2.6,0.036,74,reviewed,us,us
2021-02-12T17:01:35.245Z,38.1357,73.5448,98,5.9,mww,,16,1.912,0.89,us,us6000dh48,2021-03-24T18:04:19.345Z,"37 km W of Murghob, Tajikistan",earthquake,5.1,1.7,0.053,34,reviewed,us,us
2021-02-12T10:06:01.358Z,-23.205,171.5408,8,5.9,mww,,45,8.169,0.56,us,us6000dgxz,2021-03-18T12:48:38.661Z,"southeast of the Loyalty Islands",earthquake,4.6,1.8,0.057,30,reviewed,us,us
2021-02-11T08:39:13.018Z,-23.2935,171.6772,10,5.7,mww,,41,8.133,0.52,us,us6000dglt,2021-04-16T07:24:40.077Z,"southeast of the Loyalty Islands",earthquake,9.2,1.9,0.054,33,reviewed,us,us
2021-02-11T08:22:10.147Z,-22.8946,171.2431,10,5.8,mww,,47,8.188,0.55,us,us6000dglp,2021-04-16T07:17:51.621Z,"southeast of the Loyalty Islands",earthquake,3.7,1.9,0.063,24,reviewed,us,us
2021-02-11T07:24:04.272Z,-23.0764,171.7259,10,5.5,mb,,79,7.957,0.63,us,us6000dj8g,2021-03-11T12:15:07.466Z,"southeast of the Loyalty Islands",earthquake,7.5,1.8,0.049,146,reviewed,us,us
2021-02-11T07:18:41.847Z,-23.2707,171.977,18.59,5.7,mww,,57,7.913,0.67,us,us6000dgku,2021-04-16T07:12:16.641Z,"southeast of the Loyalty Islands",earthquake,9.7,4.3,0.069,20,reviewed,us,us
2021-02-11T06:52:28.131Z,-23.3358,171.8122,10.56,6,mww,,47,8.069,0.98,us,us6000dgkr,2021-04-17T06:40:37.503Z,"southeast of the Loyalty Islands",earthquake,6.7,3.7,0.052,36,reviewed,us,us
2021-02-11T04:15:18.191Z,-22.7876,170.9159,17.98,5.8,mww,,36,8.367,0.97,us,us6000dgje,2021-04-19T00:04:53.409Z,"southeast of the Loyalty Islands",earthquake,6.8,2.6,0.062,25,reviewed,us,us
2021-02-11T00:14:47.113Z,-23.2235,171.7288,9.82,5.9,mww,,18,8.051,0.89,us,us6000dggq,2021-04-16T21:59:36.108Z,"southeast of the Loyalty Islands",earthquake,8.5,3.3,0.071,19,reviewed,us,us
2021-02-10T23:45:15.886Z,-23.1826,171.6887,10,5.8,mww,,21,8.052,0.62,us,us6000dgg9,2021-04-16T22:00:22.419Z,"southeast of the Loyalty Islands",earthquake,8.4,1.7,0.063,24,reviewed,us,us
2021-02-10T21:40:34.654Z,-23.2295,171.5799,10,5.6,mb,,21,8.158,0.81,us,us6000dgeb,2021-02-24T05:32:51.439Z,"southeast of the Loyalty Islands",earthquake,5.1,1.7,0.05,142,reviewed,us,us
2021-02-10T21:24:00.831Z,-23.1911,171.5827,12,6.3,mww,,10,8.131,0.82,us,us6000dge5,2021-04-16T22:09:33.859Z,"southeast of the Loyalty Islands",earthquake,3.1,1.7,0.056,31,reviewed,us,us
2021-02-10T20:45:14.002Z,-22.6362,171.0984,10,5.8,mww,,102,15.516,0.91,us,us6000dgde,2021-04-14T15:43:49.198Z,"southeast of the Loyalty Islands",earthquake,5.3,1.8,0.098,10,reviewed,us,us
2021-02-10T18:36:41.957Z,-22.7173,171.213,14,6.1,mww,,32,13.12,0.99,us,us6000dgc7,2021-04-14T15:40:39.650Z,"southeast of the Loyalty Islands",earthquake,10.1,1.8,0.089,12,reviewed,us,us
2021-02-10T17:25:50.205Z,-22.7596,171.6651,10,5.6,mb,,43,7.799,1.02,us,us6000dgbp,2021-02-19T21:10:41.376Z,"southeast of the Loyalty Islands",earthquake,10.8,1.8,0.036,266,reviewed,us,us
2021-02-10T16:35:22.999Z,-22.8106,171.173,11.69,6.1,mwb,,17,8.189,0.86,us,us6000dgb4,2021-02-22T06:09:15.722Z,"southeast of the Loyalty Islands",earthquake,8.4,0.5,0.083,14,reviewed,us,us
2021-02-10T14:18:19.983Z,-22.7126,171.79,10,5.6,mb,,46,7.68,0.49,us,us6000dg8c,2021-03-11T07:40:54.567Z,"southeast of the Loyalty Islands",earthquake,6.2,1.7,0.04,217,reviewed,us,us
2021-02-10T13:19:55.530Z,-23.0511,171.6566,10,7.7,mww,,15,7.989,0.42,us,us6000dg77,2021-04-16T10:32:44.113Z,"southeast of the Loyalty Islands",earthquake,7.5,1.8,0.042,54,reviewed,us,us
2021-02-10T13:01:59.145Z,-22.7415,171.6432,10,6.1,mww,,56,7.803,0.53,us,us6000dg72,2021-04-16T10:33:38.628Z,"southeast of the Loyalty Islands",earthquake,10.2,1.8,0.069,20,reviewed,us,us
2021-02-10T12:52:27.224Z,-5.6856,101.6495,10,6.3,mww,,29,1.851,0.5,us,us6000dg70,2021-04-17T06:33:31.110Z,"219 km SSW of Bengkulu, Indonesia",earthquake,6.7,1.8,0.037,69,reviewed,us,us
2021-02-10T12:32:11.729Z,-22.5322,171.4754,11,5.6,mww,,73,7.8,0.42,us,us6000dg6v,2021-04-17T06:15:14.054Z,"southeast of the Loyalty Islands",earthquake,12.1,1.9,0.058,29,reviewed,us,us
2021-02-10T12:24:21.500Z,-22.8327,171.6556,11,6.1,mww,,49,7.851,0.38,us,us6000dg6u,2021-04-17T06:14:42.921Z,"southeast of the Loyalty Islands",earthquake,11.2,1.8,0.044,50,reviewed,us,us
2021-02-10T08:22:32.161Z,-13.5912,-111.5531,10,5.6,mww,,126,33.505,0.91,us,us6000dg56,2021-04-20T12:52:50.607Z,"central East Pacific Rise",earthquake,9.6,1.8,0.069,20,reviewed,us,us
2021-02-09T02:55:47.887Z,-5.204,151.7604,53,5.6,mww,,16,1.083,0.89,us,us6000dfsv,2021-04-18T21:26:12.569Z,"110 km SSW of Kokopo, Papua New Guinea",earthquake,7.3,1.8,0.051,37,reviewed,us,us
2021-02-08T08:06:19.600Z,-30.277,-179.3793,343.49,5.5,mww,,71,1.627,0.58,us,us6000dfj3,2021-04-16T10:28:55.872Z,"Kermadec Islands region",earthquake,10.9,5,0.089,12,reviewed,us,us
2021-02-08T00:00:40.820Z,5.688,127.1064,35.23,5.7,mww,,34,2.046,1.08,us,us6000dfgj,2021-02-14T00:59:29.667Z,"126 km SE of Pondaguitan, Philippines",earthquake,6.2,3.9,0.089,12,reviewed,us,us
2021-02-07T05:45:51.377Z,-3.3226,146.1444,10,6.3,mww,,54,1.762,0.75,us,us6000dfad,2021-03-04T12:08:09.753Z,"189 km SW of Lorengau, Papua New Guinea",earthquake,7.6,1.9,0.046,45,reviewed,us,us
2021-02-07T04:22:56.667Z,6.7693,125.1011,16,6,mww,,37,0.56,1.39,us,us6000df9r,2021-03-17T21:42:45.682Z,"9 km W of Magsaysay, Philippines",earthquake,7.1,1.7,0.048,41,reviewed,us,us
2021-02-04T12:14:26.914Z,-22.6054,171.9621,11,5.7,mww,,59,5.136,1.05,us,us6000defh,2021-03-03T10:04:23.979Z,"southeast of the Loyalty Islands",earthquake,9.5,1.7,0.055,32,reviewed,us,us
2021-02-03T05:23:43.520Z,-36.2797,-97.8,10,6.7,mww,,40,13.395,0.96,us,us6000de34,2021-04-14T13:19:02.451Z,"West Chile Rise",earthquake,9.7,1.2,0.048,41,reviewed,us,us
2021-02-03T00:42:20.110Z,-22.7508,171.7978,10,5.6,mww,,61,5,1.23,us,us6000de1j,2021-04-08T23:01:59.800Z,"southeast of the Loyalty Islands",earthquake,9,1.8,0.078,16,reviewed,us,us
2021-02-02T23:58:34.546Z,-22.7369,171.9044,9,5.8,mww,,26,5.096,1.21,us,us6000de19,2021-02-10T03:17:58.881Z,"southeast of the Loyalty Islands",earthquake,8.2,1.7,0.057,30,reviewed,us,us
2021-02-02T20:49:27.596Z,-16.282,177.95,10,5.8,mww,,35,4.269,0.79,us,us6000ddzk,2021-04-10T18:05:08.040Z,"141 km NNE of Ba, Fiji",earthquake,8.5,1.7,0.06,27,reviewed,us,us
2021-01-31T19:05:14.367Z,2.6675,-59.5879,5.21,5.5,mww,,25,0.972,0.54,us,us6000ddge,2021-04-05T16:33:44.508Z,"82 km SSE of Lethem, Guyana",earthquake,6.2,3.4,0.066,22,reviewed,us,us
2021-01-29T19:47:55.783Z,-13.9672,121.8641,10,5.7,mww,,24,4.131,0.98,us,us6000dd2i,2021-04-10T19:06:57.453Z,"northwest of Australia",earthquake,6.7,1.7,0.086,13,reviewed,us,us
2021-01-29T13:14:44.617Z,8.2341,-82.9669,10,5.5,mww,,117,0.39,0.63,us,us6000dcx7,2021-04-08T22:05:52.703Z,"12 km WSW of Puerto Armuelles, Panama",earthquake,3.3,1.8,0.043,51,reviewed,us,us
2021-01-29T12:41:38.711Z,8.2045,-82.95,8,5.7,mww,,79,0.419,0.68,us,us6000dcx1,2021-04-12T10:29:24.378Z,"12 km SW of Puerto Armuelles, Panama",earthquake,5,1.8,0.037,69,reviewed,us,us
2021-01-24T12:14:45.405Z,-61.767,-55.3579,10,5.5,mww,,56,1.629,0.66,us,us7000d2wh,2021-04-13T17:04:44.040Z,"South Shetland Islands",earthquake,7,1.8,0.059,28,reviewed,us,us
2021-01-24T05:47:53.359Z,-51.1903,161.9647,10,5.8,mww,,34,3.782,0.79,us,us7000d2ty,2021-04-13T17:05:39.040Z,"north of Macquarie Island",earthquake,7.2,1.7,0.056,31,reviewed,us,us
2021-01-24T00:07:45.266Z,-33.3533,-70.1484,109.48,5.7,mww,,17,0.053,0.9,us,us7000d2s4,2021-04-13T17:04:51.040Z,"41 km ENE of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",earthquake,5.3,3.4,0.093,11,reviewed,us,us
2021-01-23T23:36:51.667Z,-61.8098,-55.5027,15,6.9,mww,,16,1.55,0.57,us,us7000d2rx,2021-04-13T17:05:17.040Z,"South Shetland Islands",earthquake,7.2,1.7,0.043,52,reviewed,us,us
2021-01-23T11:47:34.083Z,-24.3796,-179.468,430.69,5.5,mww,,49,5.037,0.96,us,us7000d2nr,2021-04-13T17:04:47.040Z,"south of the Fiji Islands",earthquake,10.3,5.6,0.098,10,reviewed,us,us
2021-01-23T03:19:51.503Z,-6.2986,147.6412,27,5.8,mww,,21,3.122,0.83,us,us7000d2lc,2021-04-13T17:04:30.040Z,"36 km NW of Finschhafen, Papua New Guinea",earthquake,6.4,1.8,0.057,30,reviewed,us,us
2021-01-22T16:23:40.726Z,-33.1561,-179.3646,34,5.6,mww,,73,4.088,1.33,us,us7000d2f1,2021-04-13T17:04:49.040Z,"south of the Kermadec Islands",earthquake,8.1,1.8,0.052,35,reviewed,us,us
2021-01-21T12:23:04.255Z,4.9931,127.5145,80,7,mww,,15,2.821,0.77,us,us7000d20e,2021-03-31T11:25:51.197Z,"211 km SE of Pondaguitan, Philippines",earthquake,6.3,1.9,0.061,26,reviewed,us,us
2021-01-20T22:59:11.650Z,-15.0128,-75.523,5.29,5.5,mww,,92,3.269,0.73,us,us7000d1ut,2021-03-27T21:05:47.040Z,"49 km WNW of Minas de Marcona, Peru",earthquake,9.6,3.8,0.057,30,reviewed,us,us
2021-01-20T16:00:41.672Z,49.7105,147.7081,587.39,5.6,mww,,25,4.297,0.74,us,us7000d1q5,2021-03-27T21:05:44.040Z,"Sea of Okhotsk",earthquake,5.8,4.1,0.068,21,reviewed,us,us
2021-01-19T02:46:22.380Z,-31.8334,-68.7992,20.81,6.4,mww,,22,0.303,0.95,us,us7000d18q,2021-03-27T21:05:23.040Z,"26 km SW of Pocito, Argentina",earthquake,2.9,3.6,0.055,32,reviewed,us,us
2021-01-16T20:02:46.900Z,36.4494,70.6979,204,5.5,mww,,18,2.334,0.69,us,us7000d0pq,2021-03-27T21:04:54.040Z,"47 km SSW of Jurm, Afghanistan",earthquake,6.9,1.8,0.049,40,reviewed,us,us
2021-01-15T21:31:04.660Z,26.9417,55.1967,8,5.5,mww,,35,2.185,0.97,us,us7000d0gn,2021-03-27T21:04:41.040Z,"52 km NE of Bandar-e Lengeh, Iran",earthquake,6.9,1.8,0.068,21,reviewed,us,us
2021-01-15T16:10:52.240Z,13.9469,-92.1506,21,5.8,mww,,86,0.724,1.26,us,us7000d0d0,2021-03-27T21:04:36.040Z,"46 km SW of Champerico, Guatemala",earthquake,6,1.8,0.045,47,reviewed,us,us
2021-01-15T13:19:11.161Z,-37.0727,-17.0121,10,5.5,mww,,67,3.756,0.93,us,us7000d0bw,2021-03-27T21:04:35.040Z,"southern Mid-Atlantic Ridge",earthquake,10.7,1.9,0.069,20,reviewed,us,us
2021-01-15T10:45:21.876Z,-37.1225,-17.2548,10,5.6,mww,,55,3.949,0.43,us,us7000d0ae,2021-03-27T21:04:33.040Z,"southern Mid-Atlantic Ridge",earthquake,6,1.8,0.047,43,reviewed,us,us
2021-01-14T18:28:18.093Z,-2.9717,118.8899,18,6.2,mww,,28,2.203,1.12,us,us7000d030,2021-03-20T21:25:45.040Z,"32 km S of Mamuju, Indonesia",earthquake,3.5,1.7,0.066,22,reviewed,us,us
2021-01-14T06:35:50.028Z,-2.9809,118.894,18,5.7,mww,,33,2.193,0.83,us,us6000d882,2021-03-20T21:25:34.040Z,"33 km S of Mamuju, Indonesia",earthquake,5.8,1.7,0.053,34,reviewed,us,us
2021-01-12T18:17:36.970Z,-3.0604,136.8876,31,5.9,mww,,14,3.85,0.79,us,us6000d7tq,2021-03-20T21:24:52.040Z,"157 km ENE of Nabire, Indonesia",earthquake,6.3,1.8,0.075,17,reviewed,us,us
2021-01-12T02:39:43.421Z,43.7004,139.9863,214,5.9,mww,,22,1.929,0.72,us,us6000d7ml,2021-03-20T21:24:30.040Z,"84 km NW of Yoichi, Japan",earthquake,7,1.9,0.071,19,reviewed,us,us
2021-01-11T21:32:59.015Z,51.2811,100.4383,10,6.7,mww,,22,2.043,0.75,us,us6000d7ix,2021-03-20T21:24:18.040Z,"29 km SSW of Turt, Mongolia",earthquake,6.7,1.7,0.039,62,reviewed,us,us
2021-01-11T19:44:36.185Z,-58.05,-9.8432,10,5.5,mww,,73,13.98,0.74,us,us6000d7hn,2021-03-20T21:24:15.040Z,"east of the South Sandwich Islands",earthquake,11.1,1.8,0.093,11,reviewed,us,us
2021-01-11T01:20:38.218Z,-7.2529,120.4325,613.25,5.6,mww,,21,2.254,1.07,us,us6000d7c5,2021-03-20T21:23:54.040Z,"150 km NNE of Labuan Bajo, Indonesia",earthquake,8,3.3,0.052,35,reviewed,us,us
2021-01-10T15:44:48.206Z,-35.4168,-105.8671,10,5.6,mww,,76,8.777,0.71,us,us6000d78y,2021-03-20T21:23:43.040Z,"southern East Pacific Rise",earthquake,8.3,1.8,0.078,16,reviewed,us,us
2021-01-10T06:48:20.094Z,-16.0347,167.8826,160,6.1,mww,,23,0.877,0.54,us,us6000d764,2021-03-20T21:23:35.040Z,"50 km E of Lakatoro, Vanuatu",earthquake,7.7,1.8,0.046,45,reviewed,us,us
2021-01-10T03:54:14.483Z,-24.0412,-66.5729,217,6.1,mww,,36,1.83,1.06,us,us6000d74p,2021-03-20T21:23:33.040Z,"32 km NW of San Antonio de los Cobres, Argentina",earthquake,8.2,1.9,0.032,95,reviewed,us,us
2021-01-09T01:39:38.964Z,-16.1498,168.0121,182,5.5,mww,,30,1.046,1.19,us,us6000d6xb,2021-03-20T21:23:01.040Z,"63 km E of Lakatoro, Vanuatu",earthquake,7.6,1.8,0.061,26,reviewed,us,us
2021-01-08T05:01:04.246Z,-20.7367,169.8821,113,6.1,mww,,37,1.88,0.69,us,us6000d6my,2021-03-20T21:22:41.040Z,"146 km SSE of Isangel, Vanuatu",earthquake,7.5,1.9,0.045,48,reviewed,us,us
2021-01-08T00:28:50.091Z,-29.4295,-178.744,224,6.3,mww,,13,0.735,0.95,us,us6000d6lg,2021-03-20T21:22:37.040Z,"Kermadec Islands, New Zealand",earthquake,7.9,1.8,0.043,51,reviewed,us,us
2021-01-06T20:59:34.315Z,0.0658,122.9487,148,6.1,mww,,13,1.114,1.23,us,us6000d69r,2021-03-13T22:59:38.040Z,"53 km SSW of Gorontalo, Indonesia",earthquake,6.7,1.8,0.035,78,reviewed,us,us
2021-01-06T17:28:35.120Z,-4.3366,102.6881,58.04,5.5,mww,,27,0.267,1.02,us,us6000d672,2021-03-13T22:59:36.040Z,"70 km WSW of Pagar Alam, Indonesia",earthquake,6.1,3.4,0.078,16,reviewed,us,us
2021-01-06T16:52:16.717Z,-7.0585,155.7921,44,5.8,mww,,11,4.599,0.93,us,us6000d66r,2021-03-13T22:59:35.040Z,"88 km SSE of Panguna, Papua New Guinea",earthquake,8.3,1.9,0.054,33,reviewed,us,us
2021-01-06T06:20:35.947Z,-28.6357,-177.2713,38.49,6.2,mww,,30,0.837,0.74,us,us6000d5zz,2021-03-13T22:59:30.040Z,"Kermadec Islands region",earthquake,8.2,1.6,0.05,39,reviewed,us,us
2021-01-03T12:38:48.915Z,51.2199,-179.793,21,6.1,mww,,52,2.051,0.66,us,us6000d58t,2021-04-18T12:48:58.634Z,"230 km WSW of Adak, Alaska",earthquake,5.3,1.9,0.046,46,reviewed,us,us
2020-12-29T23:34:57.647Z,-0.7603,-21.1005,10,5.7,mww,,46,9.629,0.72,us,us6000d454,2021-03-06T23:20:28.040Z,"central Mid-Atlantic Ridge",earthquake,4.3,1.8,0.065,23,reviewed,us,us
2020-12-29T11:19:54.762Z,45.4244,16.2573,10,6.4,mww,,13,0.941,0.75,us,us6000d3zh,2021-03-27T20:33:02.452Z,"2 km WSW of Petrinja, Croatia",earthquake,4.4,1.8,0.033,89,reviewed,us,us
2020-12-29T07:10:29.079Z,43.389,-126.9951,10,5.7,mww,,99,2.171,1.31,us,us6000d3xn,2021-04-20T07:20:34.568Z,"212 km W of Bandon, Oregon",earthquake,7,1.8,0.026,143,reviewed,us,us
2020-12-28T04:32:20.070Z,-47.5074,99.9538,10,5.7,mww,,50,19.053,0.68,us,us6000d3kl,2021-03-06T23:19:44.040Z,"southeast Indian Ridge",earthquake,9.4,1.8,0.078,16,reviewed,us,us
2020-12-27T21:39:14.770Z,-39.3398,-74.9849,10,6.7,mww,,19,1.319,0.63,us,us6000d3i9,2021-03-06T23:19:37.040Z,"146 km WNW of Corral, Chile",earthquake,5.8,1.7,0.048,42,reviewed,us,us
2020-12-27T07:11:10.861Z,-16.0229,-74.3085,39,5.7,mww,,79,4.452,0.6,us,us6000d3dr,2021-03-06T23:19:27.040Z,"25 km SSE of Atiquipa, Peru",earthquake,8.4,1.9,0.047,43,reviewed,us,us
2020-12-27T06:37:32.897Z,38.4563,39.2302,9,5.5,mww,,26,0.945,0.55,us,us6000d3dd,2021-03-06T23:19:26.040Z,"7 km WNW of Sivrice, Turkey",earthquake,3.9,1.8,0.043,51,reviewed,us,us
2020-12-24T23:43:41.964Z,13.82,120.6539,109,6.3,mww,,15,3.715,0.75,us,us6000d2ra,2021-03-06T23:18:35.040Z,"2 km ESE of Calatagan, Philippines",earthquake,5.8,1.8,0.032,92,reviewed,us,us
2020-12-23T18:11:47.762Z,6.2544,133.6362,11,6.1,mww,,34,1.561,0.99,us,us6000d29t,2021-03-06T23:18:00.040Z,"90 km SW of Angaur State, Palau",earthquake,6.2,1.7,0.033,86,reviewed,us,us
2020-12-23T00:51:21.101Z,8.317,-103.152,10,5.7,mww,,92,10.217,0.94,us,us6000d224,2021-03-06T23:17:47.040Z,"northern East Pacific Rise",earthquake,11.5,1.8,0.052,35,reviewed,us,us
2020-12-23T00:45:07.741Z,8.3585,-103.2274,10,5.7,mww,,94,10.212,0.66,us,us6000d223,2021-03-06T23:17:47.040Z,"northern East Pacific Rise",earthquake,9.9,1.4,0.047,43,reviewed,us,us
2020-12-21T17:08:55.573Z,-16.3994,-177.4622,10,5.7,mww,,121,2.174,1.15,us,us6000d1pw,2021-02-27T23:23:19.040Z,"241 km SSE of Alo, Wallis and Futuna",earthquake,2.2,1.8,0.068,21,reviewed,us,us
2020-12-20T17:23:22.668Z,40.8667,142.5814,35,6.3,mww,,33,1.153,1.07,us,us7000csqe,2021-02-27T23:26:33.040Z,"100 km ENE of Hachinohe, Japan",earthquake,6.8,1.9,0.041,57,reviewed,us,us
2020-12-16T17:48:44.849Z,-16.5756,-71.4433,90.35,5.6,mww,,62,2.071,0.83,us,us7000crmx,2021-02-27T23:24:59.040Z,"2 km SSE of Quequeña, Peru",earthquake,8.3,2.9,0.056,31,reviewed,us,us
2020-12-15T23:21:57.807Z,5.1789,125.4212,14,6.1,mww,,27,1.884,1.08,us,us7000crdx,2021-02-20T16:12:23.040Z,"25 km S of Sarangani, Philippines",earthquake,7.1,1.7,0.054,33,reviewed,us,us
2020-12-14T19:35:58.558Z,72.2351,0.742,10,5.8,mww,,17,7.149,0.78,us,us7000cr1r,2021-02-20T16:12:02.040Z,"Norwegian Sea",earthquake,8.6,1.7,0.037,72,reviewed,us,us
2020-12-14T15:20:49.542Z,-21.8063,-68.7079,114,6,mww,,34,0.496,0.71,us,us7000cqyz,2021-02-20T16:11:53.040Z,"75 km NNE of Calama, Chile",earthquake,5.6,1.8,0.045,47,reviewed,us,us
2020-12-14T01:57:10.822Z,-23.9372,179.8899,525.52,5.6,mww,,16,5.635,0.87,us,us7000cqvm,2021-02-20T16:11:47.040Z,"south of the Fiji Islands",earthquake,9.3,3.9,0.08,15,reviewed,us,us
2020-12-12T07:18:54.231Z,40.1213,142.0551,44,5.5,mww,,69,1.008,0.66,us,us7000cqhy,2021-02-20T16:11:27.040Z,"53 km N of Miyako, Japan",earthquake,6.4,1.9,0.063,24,reviewed,us,us
2020-12-10T20:48:57.143Z,-17.5631,-174.8703,10,5.9,mwb,,37,4.5,1.12,us,us7000cpx6,2021-02-20T16:11:12.040Z,"152 km NW of Neiafu, Tonga",earthquake,5.9,1.7,0.035,77,reviewed,us,us
2020-12-10T20:42:08.277Z,-32.879,-179.8513,96,5.9,mww,,39,3.98,1.05,us,us7000cpws,2021-02-20T16:11:11.040Z,"south of the Kermadec Islands",earthquake,8.5,1.8,0.044,50,reviewed,us,us
2020-12-10T13:19:58.682Z,24.7818,122.0243,71,6.1,mww,,18,0.515,0.76,us,us7000cpqz,2021-02-20T16:11:06.040Z,"27 km E of Yilan, Taiwan",earthquake,3.8,1.6,0.061,26,reviewed,us,us
2020-12-08T00:47:24.531Z,22.5204,144.7385,20,5.5,mww,,15,5.112,0.64,us,us7000cp05,2021-02-12T22:40:16.040Z,"Volcano Islands, Japan region",earthquake,2.5,1.8,0.053,34,reviewed,us,us
